Conditional.S-,Function access.S+,Function access.S-,Function access.T+,Operator expression.S+;2;[google_ExoPlayer-aeb17e6a8830081794a40be1963d134fcdb5fdcb, elastic_elasticsearch-hadoop-c6327839e4d8dd7b35fcae06291cf3f69c26d71e]
Exception Handler.S+,Flow loop control.S+,Function Creation.T+,Function access.S+,Function access.S-;2;[apache_derby-01a4f9bd8890e2288c089e821d6ac71edecdfd4b, google_ExoPlayer-b6755c145e0f06360f7852a9b1f9ad67cec47533]
Exception Handler.S+,Flow loop control.S+,Function Creation.T+,Function access.S+,Function access.T+;2;[apache_derby-01a4f9bd8890e2288c089e821d6ac71edecdfd4b, google_ExoPlayer-b6755c145e0f06360f7852a9b1f9ad67cec47533]
Comments.T+,Function Creation.T+,Function access.S-,Operator expression.S-;2;[google_ExoPlayer-8db1331021c46a6357a70ebc6f68b59ccbcff3c0, apache_derby-df2b52c079a2d106374760a4098c7ac9fa669bb0]
Comments.T+,Function Creation.T+,Function access.S-,Operator expression.T+;2;[google_ExoPlayer-8db1331021c46a6357a70ebc6f68b59ccbcff3c0, apache_derby-df2b52c079a2d106374760a4098c7ac9fa669bb0]
Function Creation.S-,Return modifier.T+;5;[apache_tomcat-27ca28f275e457e520842e32c0d70894a89a96a4, apache_derby-47f286f672c05c2806e8fe2554865a2fcdeac382, facebook_fresco-a03506da4fe63439ee1fc4c9c99212df93dea02c, netty_netty-c2f4daa7398a9363fde8e51bf52c0d0323f870a5, apache_tomcat-6b61911f94d6d8d49ee933c5f1882a7e7c336d2c]
Function Creation.S-,Return modifier.S-;2;[apache_derby-47f286f672c05c2806e8fe2554865a2fcdeac382, apache_tomcat-6b61911f94d6d8d49ee933c5f1882a7e7c336d2c]
Function Creation.S-,Return modifier.S+;3;[apache_tomcat-27ca28f275e457e520842e32c0d70894a89a96a4, apache_derby-47f286f672c05c2806e8fe2554865a2fcdeac382, apache_tomcat-6b61911f94d6d8d49ee933c5f1882a7e7c336d2c]
Conditional.T+,Function Creation.T+,Operator expression.T+,Variable declaration.S-,Variable declaration.T+;2;[apache_derby-03f15c03ba86933788d886c742ce02293a04fcee, netty_netty-2d682dc2a3ecd32a179d4455c1b7a0e675768945]
Conditional.T+,Function access.T+,Operator expression.T+,Variable declaration.T+;5;[apache_derby-03f15c03ba86933788d886c742ce02293a04fcee, apache_derby-0acf7976c436fa24cd3b9825286fa2f96adeb350, netty_netty-2d682dc2a3ecd32a179d4455c1b7a0e675768945, apache_tomcat-a7cb84338da59b0a700f34b5c9f079fedabeb778, apache_tomcat-d356de4b5e3ccc5ea7790e322e163a0a8ed8c0c2]
Conditional.T+,Function access.T+,Operator expression.T+,Variable declaration.S-;2;[apache_derby-03f15c03ba86933788d886c742ce02293a04fcee, netty_netty-2d682dc2a3ecd32a179d4455c1b7a0e675768945]
Function access.S+,Function access.S-,Function access.T+,Operator expression.T+,Return modifier.T+;2;[apache_derby-47f286f672c05c2806e8fe2554865a2fcdeac382, apache_derby-df2b52c079a2d106374760a4098c7ac9fa669bb0]
Function access.S+,Function access.S-,Function access.T+,Operator expression.T+,Return modifier.S-;2;[apache_derby-47f286f672c05c2806e8fe2554865a2fcdeac382, google_ExoPlayer-8db1331021c46a6357a70ebc6f68b59ccbcff3c0]
Function access.S+,Function access.S-,Function access.T+,Operator expression.T+,Return modifier.S+;2;[apache_derby-47f286f672c05c2806e8fe2554865a2fcdeac382, google_ExoPlayer-8db1331021c46a6357a70ebc6f68b59ccbcff3c0]
Class Creation.S-,Flow loop control.T+,Function Creation.T+,Function access.S+,Function access.T+;2;[google_ExoPlayer-8db1331021c46a6357a70ebc6f68b59ccbcff3c0, brettwooldridge_HikariCP-3dc3f619b4831f39e53bf86b54d7c0c9a8477774]
Comments.S-,Comments.T+,Function access.S-,Function access.T+;2;[netty_netty-4ce994dd4fe58a03fa25b0911e5b3a2079b33692, google_ExoPlayer-c2b89d62859c67e4a589de1f6b6acfd605d5099f]
Class Creation.S-,Flow loop control.T+,Function Creation.T+,Function access.S+,Function access.S-;2;[google_ExoPlayer-8db1331021c46a6357a70ebc6f68b59ccbcff3c0, brettwooldridge_HikariCP-3dc3f619b4831f39e53bf86b54d7c0c9a8477774]
Conditional.S-,Function access.S-,Function access.T+,Return modifier.T+;4;[apache_derby-6832893471add91f90ac539cd962b880c142a421, google_ExoPlayer-af6e144adc5bb4dbf7d2022e56c01baf0879396e, netty_netty-c2f4daa7398a9363fde8e51bf52c0d0323f870a5, elastic_elasticsearch-hadoop-c6327839e4d8dd7b35fcae06291cf3f69c26d71e]
Class Creation.S-,Exception Handler.S-,Function Creation.T+,Operator expression.S-;3;[Netflix_Hystrix-32bd26e54fa49ee875259e2baefa1726db7beeb7, Netflix_Hystrix-8bca0cb72348ea30f1af8175f5db07dce91f302c, brettwooldridge_HikariCP-3dc3f619b4831f39e53bf86b54d7c0c9a8477774]
Class Creation.T+,Function Creation.S+,Function Creation.T+;2;[ikasanEIP_ikasan-8353ff697418214bb522fe99f4d8908d1e4eb70e, WhisperSystems_Signal-Android-b14d9d84ad37fb9df71df594285daf63d2f8053d]
Function access.S+,Function access.T+,Operator expression.T+,Return modifier.S-;2;[apache_derby-47f286f672c05c2806e8fe2554865a2fcdeac382, google_ExoPlayer-8db1331021c46a6357a70ebc6f68b59ccbcff3c0]
Function access.S+,Function access.T+,Operator expression.T+,Return modifier.S+;2;[apache_derby-47f286f672c05c2806e8fe2554865a2fcdeac382, google_ExoPlayer-8db1331021c46a6357a70ebc6f68b59ccbcff3c0]
Function access.S+,Function access.T+,Operator expression.T+,Return modifier.T+;2;[apache_derby-47f286f672c05c2806e8fe2554865a2fcdeac382, apache_derby-df2b52c079a2d106374760a4098c7ac9fa669bb0]
Class Creation.S-,Exception Handler.S-,Exception Handler.T+,Function access.S-,Function access.T+;4;[netty_netty-7d80182e512ab01d7348ef0ca71c85073d837a0a, Netflix_Hystrix-32bd26e54fa49ee875259e2baefa1726db7beeb7, netty_netty-9d89ad08371a7ef905c6e24589ef8d4456211a40, brettwooldridge_HikariCP-3dc3f619b4831f39e53bf86b54d7c0c9a8477774]
Class Creation.S-,Function Creation.T+,Function access.S+,Function access.S-,Variable declaration.T+;2;[google_ExoPlayer-8db1331021c46a6357a70ebc6f68b59ccbcff3c0, brettwooldridge_HikariCP-3dc3f619b4831f39e53bf86b54d7c0c9a8477774]
Class Creation.S-,Function Creation.T+,Function access.S+,Function access.S-,Variable declaration.S+;2;[WhisperSystems_Signal-Android-1a7ab6346f0c0306bfca098698a4a1b3b3edd18f, brettwooldridge_HikariCP-3dc3f619b4831f39e53bf86b54d7c0c9a8477774]
Flow loop control.T+,Function access.S+,Function access.S-;5;[google_ExoPlayer-aeb17e6a8830081794a40be1963d134fcdb5fdcb, netty_netty-701d8a8aaa08a20e1619e5766b4e3d78ee0c74d8, apache_derby-576556054f8ccc37ab1c283c0fb675ecf8e595f8, google_ExoPlayer-8db1331021c46a6357a70ebc6f68b59ccbcff3c0, brettwooldridge_HikariCP-3dc3f619b4831f39e53bf86b54d7c0c9a8477774]
Flow loop control.S-,Flow loop control.T+,Function access.S+,Function access.S-,Operator expression.T+;2;[google_ExoPlayer-8db1331021c46a6357a70ebc6f68b59ccbcff3c0, brettwooldridge_HikariCP-3dc3f619b4831f39e53bf86b54d7c0c9a8477774]
Flow loop control.T+,Function access.S+,Function access.T+;12;[google_ExoPlayer-aeb17e6a8830081794a40be1963d134fcdb5fdcb, ikasanEIP_ikasan-f20b76f5e0977f2eb4496e312a1e246eebc63b06, ikasanEIP_ikasan-8353ff697418214bb522fe99f4d8908d1e4eb70e, netty_netty-e4531918a394ba87058d37c595e296e669f07a19, google_ExoPlayer-c2df814b5890826d667eae73e5c7f05ca8614414, apache_tomcat-be714c7adf4b61cb0e5ddb6d95eefede75c6c691, apache_tomcat-548d60449a40248e9b7fb2a8103a5e4419d6c290, netty_netty-701d8a8aaa08a20e1619e5766b4e3d78ee0c74d8, apache_derby-576556054f8ccc37ab1c283c0fb675ecf8e595f8, google_ExoPlayer-8db1331021c46a6357a70ebc6f68b59ccbcff3c0, brettwooldridge_HikariCP-3dc3f619b4831f39e53bf86b54d7c0c9a8477774, apache_derby-5e883125d27efabb464aca297d0713f5a6ff8570]
Flow loop control.S-,Flow loop control.T+,Function access.S+,Function access.S-,Operator expression.S-;2;[google_ExoPlayer-8db1331021c46a6357a70ebc6f68b59ccbcff3c0, brettwooldridge_HikariCP-3dc3f619b4831f39e53bf86b54d7c0c9a8477774]
Class Creation.S-,Exception Handler.S+,Exception Handler.T+,Function Creation.T+,Function access.T+;2;[netty_netty-9d89ad08371a7ef905c6e24589ef8d4456211a40, brettwooldridge_HikariCP-3dc3f619b4831f39e53bf86b54d7c0c9a8477774]
Class Creation.S-,Exception Handler.S+,Exception Handler.T+,Function Creation.T+,Function access.S-;2;[netty_netty-9d89ad08371a7ef905c6e24589ef8d4456211a40, brettwooldridge_HikariCP-3dc3f619b4831f39e53bf86b54d7c0c9a8477774]
Class Creation.S-,Exception Handler.S+,Exception Handler.T+,Function Creation.T+,Function access.S+;2;[netty_netty-9d89ad08371a7ef905c6e24589ef8d4456211a40, brettwooldridge_HikariCP-3dc3f619b4831f39e53bf86b54d7c0c9a8477774]
Conditional.S-,Function Creation.T+,Operator expression.S-,Variable declaration.S-,Variable declaration.T+;2;[apache_derby-03f15c03ba86933788d886c742ce02293a04fcee, netty_netty-2d682dc2a3ecd32a179d4455c1b7a0e675768945]
Class Creation.S-,Exception Handler.S-,Function Creation.T+,Function access.T+,Operator expression.S-;3;[Netflix_Hystrix-32bd26e54fa49ee875259e2baefa1726db7beeb7, Netflix_Hystrix-8bca0cb72348ea30f1af8175f5db07dce91f302c, brettwooldridge_HikariCP-3dc3f619b4831f39e53bf86b54d7c0c9a8477774]
Function Creation.T+,Function Creation.T-,Function access.T-,Return modifier.T-;2;[ikasanEIP_ikasan-019fb31b194442513e560898ec60c35d0ae2f149, apache_tomcat-b9c7f748872be38b27324fc5e676d67a9a9651c0]
Function Creation.S+,Function access.S+,Variable declaration.T+;2;[apache_tomcat-548d60449a40248e9b7fb2a8103a5e4419d6c290, netty_netty-bd9ad4b532c3e8686be1c423eda099a0887199fc]
Exception Handler.S+,Function Creation.T+,Function access.S+,Function access.T+,Return modifier.S+;2;[netty_netty-4af47f0ced39d86a1ef6a644e7c1506d81c0ea1b, netty_netty-02f3df55a858fdd1531f759345e84fdcdefe9bd6]
Exception Handler.S+,Function Creation.T+,Function access.S+,Function access.T+,Return modifier.T+;2;[apache_derby-01a4f9bd8890e2288c089e821d6ac71edecdfd4b, netty_netty-9a183ec38f27ccc1dc541d9a5e6a6cc541a6b0b0]
Comments.S+,Exception Handler.S-,Exception Handler.T+;2;[netty_netty-28fe7c67cbe701645d34f1e976b5a16b0e64f9f6, google_ExoPlayer-27132bb2da97d670cd9489d6d2dada2a9634026f]
Class Creation.S-,Exception Handler.S-,Function Creation.T+,Function access.S+,Function access.T+;3;[WhisperSystems_Signal-Android-1a7ab6346f0c0306bfca098698a4a1b3b3edd18f, netty_netty-9d89ad08371a7ef905c6e24589ef8d4456211a40, brettwooldridge_HikariCP-3dc3f619b4831f39e53bf86b54d7c0c9a8477774]
Class Creation.S-,Exception Handler.S-,Function Creation.T+,Function access.S+,Function access.S-;3;[WhisperSystems_Signal-Android-1a7ab6346f0c0306bfca098698a4a1b3b3edd18f, netty_netty-9d89ad08371a7ef905c6e24589ef8d4456211a40, brettwooldridge_HikariCP-3dc3f619b4831f39e53bf86b54d7c0c9a8477774]
Exception Handler.T+,Flow loop control.S-,Function Creation.T+,Function access.T+,Variable declaration.T+;4;[apache_derby-03f15c03ba86933788d886c742ce02293a04fcee, apache_tomcat-c0426acdd090d29a5a3e8ed337e7c726a0d0814c, brettwooldridge_HikariCP-3dc3f619b4831f39e53bf86b54d7c0c9a8477774, apache_derby-fb605fe1d1890d0c50ecb56aae300648401401ac]
Exception Handler.T+,Flow loop control.S-,Function Creation.T+,Function access.T+,Variable declaration.S-;2;[apache_derby-03f15c03ba86933788d886c742ce02293a04fcee, apache_derby-fb605fe1d1890d0c50ecb56aae300648401401ac]
Exception Handler.S-,Flow loop control.S-,Function access.T+,Operator expression.T+;6;[apache_derby-03f15c03ba86933788d886c742ce02293a04fcee, apache_tomcat-c83d8ec5aeed0a467cbde2aad5cc70a9f30bdc25, google_ExoPlayer-b6755c145e0f06360f7852a9b1f9ad67cec47533, netty_netty-57e7571c65f181df97ea7bbab372659a0baedfa1, apache_tomcat-ca205c1c429f5a497c57fbbcdf17bf19d8ea0ec5, brettwooldridge_HikariCP-3dc3f619b4831f39e53bf86b54d7c0c9a8477774]
Flow loop control.S-,Function access.S+,Operator expression.S-,Operator expression.T+,Variable declaration.T+;2;[google_ExoPlayer-8db1331021c46a6357a70ebc6f68b59ccbcff3c0, brettwooldridge_HikariCP-3dc3f619b4831f39e53bf86b54d7c0c9a8477774]
Exception Handler.S-,Flow loop control.S-,Function access.T+,Operator expression.S-;5;[apache_derby-03f15c03ba86933788d886c742ce02293a04fcee, Netflix_Hystrix-32bd26e54fa49ee875259e2baefa1726db7beeb7, netty_netty-57e7571c65f181df97ea7bbab372659a0baedfa1, apache_tomcat-ca205c1c429f5a497c57fbbcdf17bf19d8ea0ec5, brettwooldridge_HikariCP-3dc3f619b4831f39e53bf86b54d7c0c9a8477774]
Flow loop control.S-,Function access.S+,Operator expression.S-,Operator expression.T+,Variable declaration.S+;2;[google_ExoPlayer-0a8dc41632fa4c95ff78bd33ccb06b586b09bbdb, brettwooldridge_HikariCP-3dc3f619b4831f39e53bf86b54d7c0c9a8477774]
Conditional.S-,Flow loop control.S-,Function access.T+,Operator expression.T+;3;[apache_derby-03f15c03ba86933788d886c742ce02293a04fcee, netty_netty-57e7571c65f181df97ea7bbab372659a0baedfa1, apache_tomcat-ca205c1c429f5a497c57fbbcdf17bf19d8ea0ec5]
Conditional.S-,Flow loop control.S-,Function access.T+,Operator expression.S-;3;[apache_derby-03f15c03ba86933788d886c742ce02293a04fcee, netty_netty-57e7571c65f181df97ea7bbab372659a0baedfa1, apache_tomcat-ca205c1c429f5a497c57fbbcdf17bf19d8ea0ec5]
Class Creation.S+,Comments.S-,Function Creation.T+;2;[google_ExoPlayer-11e2e0e640075c168ab8e3c0ae13393e50df5e05, facebook_fresco-99566f55f6e2a714a797c7761febdeaa711031c7]
Exception Handler.T+,Function Creation.T+,Operator expression.S+,Operator expression.T+,Variable declaration.S+;2;[brettwooldridge_HikariCP-66b64153e1c501bc95ea95de335510e096b709a9, brettwooldridge_HikariCP-3dc3f619b4831f39e53bf86b54d7c0c9a8477774]
Class Creation.T+,Function Creation.T+,Function access.S-,Function access.T+,Variable declaration.S+;2;[WhisperSystems_Signal-Android-1a7ab6346f0c0306bfca098698a4a1b3b3edd18f, brettwooldridge_HikariCP-3dc3f619b4831f39e53bf86b54d7c0c9a8477774]
Comments.S+,Exception Handler.S-,Function access.S-;3;[netty_netty-28fe7c67cbe701645d34f1e976b5a16b0e64f9f6, Netflix_Hystrix-8bca0cb72348ea30f1af8175f5db07dce91f302c, google_ExoPlayer-27132bb2da97d670cd9489d6d2dada2a9634026f]
Comments.S+,Exception Handler.S-,Function access.T+;3;[netty_netty-28fe7c67cbe701645d34f1e976b5a16b0e64f9f6, Netflix_Hystrix-8bca0cb72348ea30f1af8175f5db07dce91f302c, google_ExoPlayer-27132bb2da97d670cd9489d6d2dada2a9634026f]
Conditional.S-,Exception Handler.T+,Function Creation.T+,Function access.S-;3;[apache_derby-03f15c03ba86933788d886c742ce02293a04fcee, netty_netty-57e7571c65f181df97ea7bbab372659a0baedfa1, apache_tomcat-ca205c1c429f5a497c57fbbcdf17bf19d8ea0ec5]
Conditional.S-,Exception Handler.T+,Function Creation.T+,Function access.T+;6;[apache_derby-03f15c03ba86933788d886c742ce02293a04fcee, apache_derby-d9d733ad3724ad1a117df2bd7b488c12995b251b, netty_netty-57e7571c65f181df97ea7bbab372659a0baedfa1, apache_tomcat-ca205c1c429f5a497c57fbbcdf17bf19d8ea0ec5, apache_derby-a11b0768bc778e7991f51145d56a30f5cf4f150b, apache_derby-582425f25314e4410860dfd37f7d12fda13532b5]
Flow loop control.T+,Function access.S-,Operator expression.S-,Operator expression.T+,Variable declaration.T+;4;[apache_derby-03f15c03ba86933788d886c742ce02293a04fcee, apache_tomcat-7882209c5c4491fbfe42a3f358f56c6460b762f6, google_ExoPlayer-8db1331021c46a6357a70ebc6f68b59ccbcff3c0, brettwooldridge_HikariCP-3dc3f619b4831f39e53bf86b54d7c0c9a8477774]
Flow loop control.T+,Function access.S-,Operator expression.S-,Operator expression.T+,Variable declaration.S-;2;[apache_derby-03f15c03ba86933788d886c742ce02293a04fcee, apache_tomcat-7882209c5c4491fbfe42a3f358f56c6460b762f6]
Conditional.S-,Variable declaration.S-,Variable declaration.T+;2;[apache_derby-03f15c03ba86933788d886c742ce02293a04fcee, netty_netty-2d682dc2a3ecd32a179d4455c1b7a0e675768945]
Conditional.T+,Operator expression.S-,Variable declaration.S-,Variable declaration.T+;2;[apache_derby-03f15c03ba86933788d886c742ce02293a04fcee, netty_netty-2d682dc2a3ecd32a179d4455c1b7a0e675768945]
Exception Handler.S+,Flow loop control.T+,Function Creation.T+,Function access.T+;2;[ikasanEIP_ikasan-f20b76f5e0977f2eb4496e312a1e246eebc63b06, brettwooldridge_HikariCP-3dc3f619b4831f39e53bf86b54d7c0c9a8477774]
Exception Handler.S+,Flow loop control.T+,Function Creation.T+,Function access.S+;2;[ikasanEIP_ikasan-f20b76f5e0977f2eb4496e312a1e246eebc63b06, brettwooldridge_HikariCP-3dc3f619b4831f39e53bf86b54d7c0c9a8477774]
Exception Handler.S-,Exception Handler.T+,Function Creation.T+,Variable declaration.S-,Variable declaration.T+;3;[apache_derby-03f15c03ba86933788d886c742ce02293a04fcee, apache_derby-47f286f672c05c2806e8fe2554865a2fcdeac382, apache_derby-fb605fe1d1890d0c50ecb56aae300648401401ac]
Exception Handler.S+,Exception Handler.S-,Exception Handler.T+;6;[apache_tomcat-28ec72bd386de2038d27fcbdfcba6df88f0c0827, apache_derby-a6532d02e5861ba8e0cb0fb23434414ed60774d5, apache_derby-006805f8da76eb709e79170eff3e9cce04400cc8, netty_netty-9d89ad08371a7ef905c6e24589ef8d4456211a40, brettwooldridge_HikariCP-3dc3f619b4831f39e53bf86b54d7c0c9a8477774, apache_tomcat-3405f118fb307b0bf38d96c06e3314fd47b1f6fb]
Exception Handler.T+,Flow loop control.S+,Function access.S-,Function access.T+;2;[netty_netty-1351349243128ea7048a98e01e65609af8628d96, apache_derby-8404f5d3c778c2c2746126ead882d53fa7da0b30]
Flow loop control.T+,Function Creation.T+,Function access.S+,Return modifier.S+,Variable declaration.T+;2;[apache_tomcat-548d60449a40248e9b7fb2a8103a5e4419d6c290, google_ExoPlayer-8db1331021c46a6357a70ebc6f68b59ccbcff3c0]
Conditional.S-,Exception Handler.S-,Flow loop control.S-,Flow loop control.T+,Operator expression.S-;3;[apache_derby-03f15c03ba86933788d886c742ce02293a04fcee, netty_netty-57e7571c65f181df97ea7bbab372659a0baedfa1, apache_tomcat-ca205c1c429f5a497c57fbbcdf17bf19d8ea0ec5]
Conditional.S-,Exception Handler.S-,Flow loop control.S-,Flow loop control.T+,Operator expression.T+;3;[apache_derby-03f15c03ba86933788d886c742ce02293a04fcee, netty_netty-57e7571c65f181df97ea7bbab372659a0baedfa1, apache_tomcat-ca205c1c429f5a497c57fbbcdf17bf19d8ea0ec5]
Exception Handler.T+,Flow loop control.T+,Variable declaration.S-,Variable declaration.T+;2;[apache_derby-03f15c03ba86933788d886c742ce02293a04fcee, apache_derby-fb605fe1d1890d0c50ecb56aae300648401401ac]
Class Creation.S-,Exception Handler.T+,Function access.T+;5;[netty_netty-7d80182e512ab01d7348ef0ca71c85073d837a0a, Netflix_Hystrix-32bd26e54fa49ee875259e2baefa1726db7beeb7, netty_netty-9d89ad08371a7ef905c6e24589ef8d4456211a40, brettwooldridge_HikariCP-3dc3f619b4831f39e53bf86b54d7c0c9a8477774, netty_netty-8e2e22c2707292913f93de4397ecef16044042fd]
Class Creation.S-,Exception Handler.T+,Function access.S+;2;[netty_netty-9d89ad08371a7ef905c6e24589ef8d4456211a40, brettwooldridge_HikariCP-3dc3f619b4831f39e53bf86b54d7c0c9a8477774]
Class Creation.S-,Exception Handler.T+,Function access.S-;4;[netty_netty-7d80182e512ab01d7348ef0ca71c85073d837a0a, Netflix_Hystrix-32bd26e54fa49ee875259e2baefa1726db7beeb7, netty_netty-9d89ad08371a7ef905c6e24589ef8d4456211a40, brettwooldridge_HikariCP-3dc3f619b4831f39e53bf86b54d7c0c9a8477774]
Conditional.S-,Exception Handler.S+,Function Creation.T+;3;[apache_tomcat-e624cd9aebd80d3f3279a02b0716504ddd8fc30c, apache_derby-50734d82d276fa9ed8e8d5caad2be8ecec410910, apache_derby-582425f25314e4410860dfd37f7d12fda13532b5]
Function access.T-,Operator expression.T-;2;[netty_netty-f04d8ae99ad443cfa708b1a60f385a795b00f364, apache_tomcat-15464a57d26c1c69adc82a04f6d5a6630f318dad]
Function access.T-,Operator expression.T+;4;[netty_netty-f04d8ae99ad443cfa708b1a60f385a795b00f364, apache_tomcat-486bf35b975460dec93545413f7585370145a2e7, apache_tomcat-15464a57d26c1c69adc82a04f6d5a6630f318dad, apache_tomcat-ddd3c820c4d54e15d28730cb3b7078c1d6f6c85d]
Conditional.S-,Operator expression.T+,Variable declaration.S-,Variable declaration.T+;2;[apache_derby-03f15c03ba86933788d886c742ce02293a04fcee, netty_netty-2d682dc2a3ecd32a179d4455c1b7a0e675768945]
Operator expression.S+,Operator expression.T+;6;[google_ExoPlayer-aeb17e6a8830081794a40be1963d134fcdb5fdcb, WhisperSystems_Signal-Android-2011391e65cda8532ad7dcf31cb3266609c26b1a, brettwooldridge_HikariCP-66b64153e1c501bc95ea95de335510e096b709a9, google_ExoPlayer-0a8dc41632fa4c95ff78bd33ccb06b586b09bbdb, apache_derby-df2b52c079a2d106374760a4098c7ac9fa669bb0, brettwooldridge_HikariCP-3dc3f619b4831f39e53bf86b54d7c0c9a8477774]
Operator expression.S+,Operator expression.S-;8;[netty_netty-a0d4fb16fc1d71230c6633402e7a4d2a3b112e4d, google_ExoPlayer-0a8dc41632fa4c95ff78bd33ccb06b586b09bbdb, elastic_elasticsearch-hadoop-c6327839e4d8dd7b35fcae06291cf3f69c26d71e, apache_tomcat-6b61911f94d6d8d49ee933c5f1882a7e7c336d2c, WhisperSystems_Signal-Android-c13a3a8181e6f28598c5e1002675384fc9753723, apache_tomcat-78b83844361c7113e81ddb0df7cf9c7abcbadc8d, apache_derby-df2b52c079a2d106374760a4098c7ac9fa669bb0, brettwooldridge_HikariCP-3dc3f619b4831f39e53bf86b54d7c0c9a8477774]
Conditional.S+,Exception Handler.S-;4;[apache_tomcat-e624cd9aebd80d3f3279a02b0716504ddd8fc30c, apache_derby-50734d82d276fa9ed8e8d5caad2be8ecec410910, apache_tomcat-ebb47b6b1fbec3ae28fec73be084a0e1cafcfa3d, brettwooldridge_HikariCP-3dc3f619b4831f39e53bf86b54d7c0c9a8477774]
Conditional.S+,Exception Handler.S+;5;[apache_tomcat-e624cd9aebd80d3f3279a02b0716504ddd8fc30c, apache_derby-50734d82d276fa9ed8e8d5caad2be8ecec410910, apache_tomcat-ebb47b6b1fbec3ae28fec73be084a0e1cafcfa3d, brettwooldridge_HikariCP-3dc3f619b4831f39e53bf86b54d7c0c9a8477774, apache_derby-582425f25314e4410860dfd37f7d12fda13532b5]
Conditional.S+,Exception Handler.T+;2;[brettwooldridge_HikariCP-3dc3f619b4831f39e53bf86b54d7c0c9a8477774, apache_derby-582425f25314e4410860dfd37f7d12fda13532b5]
Class Creation.S-,Flow loop control.S-,Function access.T+,Operator expression.S-,Variable declaration.T+;2;[google_ExoPlayer-8db1331021c46a6357a70ebc6f68b59ccbcff3c0, brettwooldridge_HikariCP-3dc3f619b4831f39e53bf86b54d7c0c9a8477774]
Conditional.S-,Conditional.T+,Operator expression.T+,Variable declaration.S-;2;[apache_derby-03f15c03ba86933788d886c742ce02293a04fcee, netty_netty-2d682dc2a3ecd32a179d4455c1b7a0e675768945]
Conditional.S-,Conditional.T+,Operator expression.T+,Variable declaration.T+;2;[apache_derby-03f15c03ba86933788d886c742ce02293a04fcee, netty_netty-2d682dc2a3ecd32a179d4455c1b7a0e675768945]
Conditional.T-,Function access.T+,Function access.T-;3;[apache_tomcat-781d816a6e3a0ac095eb0978334243fad020ca3b, apache_tomcat-15464a57d26c1c69adc82a04f6d5a6630f318dad, apache_tomcat-ddd3c820c4d54e15d28730cb3b7078c1d6f6c85d]
Conditional.S-,Flow loop control.S-,Flow loop control.T+,Function access.S-,Operator expression.S-;3;[apache_derby-03f15c03ba86933788d886c742ce02293a04fcee, netty_netty-57e7571c65f181df97ea7bbab372659a0baedfa1, apache_tomcat-ca205c1c429f5a497c57fbbcdf17bf19d8ea0ec5]
Conditional.S-,Flow loop control.S-,Flow loop control.T+,Function access.S-,Operator expression.T+;3;[apache_derby-03f15c03ba86933788d886c742ce02293a04fcee, netty_netty-57e7571c65f181df97ea7bbab372659a0baedfa1, apache_tomcat-ca205c1c429f5a497c57fbbcdf17bf19d8ea0ec5]
Flow loop control.S+,Flow loop control.S-,Function Creation.T+,Function access.T+,Operator expression.T+;3;[google_ExoPlayer-0a8dc41632fa4c95ff78bd33ccb06b586b09bbdb, apache_tomcat-c0426acdd090d29a5a3e8ed337e7c726a0d0814c, google_ExoPlayer-b6755c145e0f06360f7852a9b1f9ad67cec47533]
Class Creation.S-,Exception Handler.S-,Flow loop control.S-,Flow loop control.T+,Function Creation.T+;2;[Netflix_Hystrix-32bd26e54fa49ee875259e2baefa1726db7beeb7, brettwooldridge_HikariCP-3dc3f619b4831f39e53bf86b54d7c0c9a8477774]
Conditional.T+,Conditional.T-,Function Creation.T+,Function access.T-,Operator expression.T+;2;[apache_tomcat-15464a57d26c1c69adc82a04f6d5a6630f318dad, apache_tomcat-ddd3c820c4d54e15d28730cb3b7078c1d6f6c85d]
Conditional.S+,Function Creation.T+,Function access.S-,Function access.T+,Operator expression.S+;2;[elastic_elasticsearch-hadoop-c6327839e4d8dd7b35fcae06291cf3f69c26d71e, brettwooldridge_HikariCP-3dc3f619b4831f39e53bf86b54d7c0c9a8477774]
Conditional.S+,Function Creation.T+,Function access.S-,Function access.T+,Operator expression.S-;2;[elastic_elasticsearch-hadoop-c6327839e4d8dd7b35fcae06291cf3f69c26d71e, brettwooldridge_HikariCP-3dc3f619b4831f39e53bf86b54d7c0c9a8477774]
Flow loop control.S+,Operator expression.S+,Operator expression.T+;3;[google_ExoPlayer-aeb17e6a8830081794a40be1963d134fcdb5fdcb, WhisperSystems_Signal-Android-2011391e65cda8532ad7dcf31cb3266609c26b1a, google_ExoPlayer-0a8dc41632fa4c95ff78bd33ccb06b586b09bbdb]
Flow loop control.S+,Operator expression.S+,Operator expression.S-;2;[google_ExoPlayer-0a8dc41632fa4c95ff78bd33ccb06b586b09bbdb, apache_tomcat-78b83844361c7113e81ddb0df7cf9c7abcbadc8d]
Exception Handler.T+,Function Creation.S-,Function Creation.T+;2;[apache_derby-47f286f672c05c2806e8fe2554865a2fcdeac382, google_ExoPlayer-27132bb2da97d670cd9489d6d2dada2a9634026f]
Comments.S+,Exception Handler.S-,Function Creation.T+;3;[netty_netty-28fe7c67cbe701645d34f1e976b5a16b0e64f9f6, Netflix_Hystrix-8bca0cb72348ea30f1af8175f5db07dce91f302c, google_ExoPlayer-27132bb2da97d670cd9489d6d2dada2a9634026f]
