Function Creation.T+,Variable declaration.S-,Variable declaration.T+;2;[apache_derby-6c000e85e16a90d6a27983bc81c8f62a5e1cca2e, google_ExoPlayer-5360ddc519392037c3af0887d5d0dafeafe4c110]
Function access.T-,Operator expression.T+,Operator expression.T-;3;[apache_tomcat-378d06284bfa20317395d3516a8adf21359a57d9, netty_netty-65b522a2a75c78c977a65e15663509509b5f12e0, ikasanEIP_ikasan-792fba02e16b595f66c3e46ef2288faf27501aac]
Comments.T-,Function Creation.S-,Function access.T-,Return modifier.T+;2;[apache_derby-93ab830251aae84eb2391af83d99e391e3a36361, netty_netty-a7f7d9c8e004aa13801424e6e665b1ec525a822f]
Exception Handler.T+,Flow loop control.T+,Function Creation.S-,Function access.T+;2;[apache_tomcat-bf8fb1d3fdd3f755657032b33fa4ef5e308c13e8, apache_tomcat-378d06284bfa20317395d3516a8adf21359a57d9]
Exception Handler.T+,Flow loop control.T+,Function Creation.S-,Function access.T-;2;[apache_tomcat-bf8fb1d3fdd3f755657032b33fa4ef5e308c13e8, apache_tomcat-378d06284bfa20317395d3516a8adf21359a57d9]
Exception Handler.T+,Flow loop control.T+,Function Creation.S-,Function access.S-;2;[apache_tomcat-bf8fb1d3fdd3f755657032b33fa4ef5e308c13e8, apache_tomcat-378d06284bfa20317395d3516a8adf21359a57d9]
Function Creation.S-,Function Creation.T+,Return modifier.S-,Variable declaration.S-,Variable declaration.T+;2;[apache_derby-6c000e85e16a90d6a27983bc81c8f62a5e1cca2e, google_ExoPlayer-5360ddc519392037c3af0887d5d0dafeafe4c110]
Conditional.S-,Flow loop control.S+,Function Creation.S-,Operator expression.S+;2;[WhisperSystems_Signal-Android-cd085faecdf378b9245e73ffcfe36d93b61eeef2, google_ExoPlayer-d8e6b096c4b9eeaba2e49d8f28a5bf72bd8e6c0f]
Function Creation.S-,Function access.S-,Return modifier.S-,Return modifier.T+;2;[apache_derby-93ab830251aae84eb2391af83d99e391e3a36361, apache_derby-6c000e85e16a90d6a27983bc81c8f62a5e1cca2e]
Conditional.S-,Conditional.T+,Function Creation.S-,Function access.S-;5;[apache_tomcat-d7db4dd17be114b907a0c04ca33ca71b53ce820c, netty_netty-0f76b3c357fbb3500a9f0742e9369139b3283ceb, apache_tomcat-378d06284bfa20317395d3516a8adf21359a57d9, apache_derby-b153b241b7dbf4de0e40262b8cc6c9e46be817e2, apache_tomcat-64389d04c74a7d14e37e077d0d563ebb8b45d2ba]
Conditional.S-,Conditional.T+,Function Creation.S-,Function access.T+;4;[apache_tomcat-d7db4dd17be114b907a0c04ca33ca71b53ce820c, apache_tomcat-378d06284bfa20317395d3516a8adf21359a57d9, apache_derby-b153b241b7dbf4de0e40262b8cc6c9e46be817e2, apache_tomcat-64389d04c74a7d14e37e077d0d563ebb8b45d2ba]
Flow loop control.T+,Function Creation.S-,Function access.T+,Function access.T-;3;[apache_tomcat-bf8fb1d3fdd3f755657032b33fa4ef5e308c13e8, google_ExoPlayer-ccfb6beb3016c382f7aea27ffe2df5b8281ba345, apache_tomcat-378d06284bfa20317395d3516a8adf21359a57d9]
Function Creation.S-,Function access.S+,Function access.S-,Operator expression.S-,Variable declaration.S+;2;[apache_tomcat-6b61911f94d6d8d49ee933c5f1882a7e7c336d2c, apache_derby-24e3f7e93c8df4ffb5addb8c35416d515d65dde5]
